Initial Temperature (K)	0.0250445
Excitation Current (A)	0.0
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field
-0.2	-0.0005	0.02652627	-0.2	0.0	0.0001
-0.2	-0.00049	0.08033772	-0.2	-0.0	-0.0
-0.2	-0.00048	0.07232895	-0.2	-0.0	-0.0
-0.2	-0.00047	0.07970378	-0.2	0.0	-0.0001
-0.2	-0.00046	0.0779712	-0.2	0.0	-0.0
-0.2	-0.00045	0.06966131	-0.2	-0.0	0.0
-0.2	-0.00044	0.07386504	-0.2	-0.0	-0.0
-0.2	-0.00043	0.07462078	-0.2	0.0	-0.0
-0.2	-0.00042	0.07753224	-0.2	0.0	0.0
-0.2	-0.00041	0.07671048	-0.2	-0.0	0.0001
-0.2	-0.0004	0.07496651	-0.2	0.0	-0.0
-0.2	-0.00039	0.08140478	-0.2	0.0	-0.0
-0.2	-0.00038	0.0794285	-0.2	-0.0	-0.0001
-0.2	-0.00037	0.07801863	-0.2	-0.0	-0.0
-0.2	-0.00036	0.07712928	-0.2	0.0	-0.0
-0.2	-0.00035	0.06818695	-0.2	0.0	0.0
-0.2	-0.00034	0.0798931	-0.2	0.0	0.0001
-0.2	-0.00033	0.08215199	-0.2	-0.0	-0.0
-0.2	-0.00032	0.08151952	-0.2	-0.0	-0.0
-0.2	-0.00031	0.07427374	-0.2	0.0	0.0001
-0.2	-0.0003	0.08164441	-0.2	-0.0	0.0
-0.2	-0.00029	0.07836991	-0.2	0.0	-0.0
-0.2	-0.00028	0.08220081	-0.2	0.0	-0.0
-0.2	-0.00027	0.07851474	-0.2	0.0	-0.0
-0.2	-0.00026	0.07683389	-0.2	0.0	-0.0001
-0.2	-0.00025	0.06753996	-0.2	0.0	0.0
-0.2	-0.00024	0.07712497	-0.2	0.0	-0.0
-0.2	-0.00023	0.07947576	-0.2	-0.0	-0.0
-0.2	-0.00022	0.07720245	-0.2	-0.0	0.0
-0.2	-0.00021	0.07370001	-0.2	-0.0	-0.0
-0.2	-0.0002	0.07388789	-0.2	0.0	-0.0
-0.2	-0.00019	0.08101024	-0.2	0.0	0.0001
-0.2	-0.00018	0.0810706	-0.2	0.0	0.0
-0.2	-0.00017	0.07111692	-0.2	-0.0	-0.0
-0.2	-0.00016	0.07833549	-0.2	0.0	-0.0
-0.2	-0.00015	0.08056579	-0.2	-0.0	0.0001
-0.2	-0.00014	0.09111179	-0.2	0.0	0.0
-0.2	-0.00013	0.08719049	-0.2	-0.0	0.0001
-0.2	-0.00012	0.0821764	-0.2	-0.0	0.0001
-0.2	-0.00011	0.07222431	-0.2	-0.0	0.0
-0.2	-0.0001	0.07306191	-0.2	-0.0	0.0
-0.2	-9e-05	0.08569176	-0.2	0.0	0.0
-0.2	-8e-05	0.08128714	-0.2	0.0	0.0001
-0.2	-7e-05	0.07585147	-0.2	0.0	-0.0
-0.2	-6e-05	0.07512143	-0.2	0.0	-0.0
-0.2	-5e-05	0.07644383	-0.2	0.0	0.0001
-0.2	-4e-05	0.07390518	-0.2	0.0	0.0001
-0.2	-3e-05	0.079232	-0.2	0.0	0.0001
-0.2	-2e-05	0.07789235	-0.2	-0.0	-0.0
-0.2	-1e-05	0.07278795	-0.2	0.0	-0.0
-0.2	-0.0	0.06415527	-0.2	0.0	0.0001
-0.2	1e-05	0.07713506	-0.2	-0.0	0.0001
-0.2	2e-05	0.06898859	-0.2	-0.0	-0.0
-0.2	3e-05	0.08332955	-0.2	0.0	-0.0001
-0.2	4e-05	0.06155492	-0.2	0.0	-0.0
-0.2	5e-05	0.07133487	-0.2	-0.0	-0.0
-0.2	6e-05	0.07866536	-0.2	-0.0	0.0
-0.2	7e-05	0.0853361	-0.2	-0.0	-0.0
-0.2	8e-05	0.08041088	-0.2	0.0	-0.0
-0.2	9e-05	0.07318943	-0.2	0.0	-0.0001
-0.2	0.0001	0.07718087	-0.2	0.0	0.0001
-0.2	0.00011	0.07803142	-0.2	0.0	0.0001
-0.2	0.00012	0.07689551	-0.2	-0.0	0.0
-0.2	0.00013	0.07994902	-0.2	-0.0	-0.0
-0.2	0.00014	0.08574343	-0.2	-0.0	0.0001
-0.2	0.00015	0.08095726	-0.2	0.0	0.0
-0.2	0.00016	0.07575383	-0.2	0.0	-0.0
-0.2	0.00017	0.06880202	-0.2	0.0	-0.0
-0.2	0.00018	0.07779048	-0.2	0.0	0.0
-0.2	0.00019	0.07729147	-0.2	-0.0	0.0001
-0.2	0.0002	0.08059883	-0.2	-0.0	0.0001
-0.2	0.00021	0.0728122	-0.2	-0.0	-0.0
-0.2	0.00022	0.0848771	-0.2	0.0	0.0
-0.2	0.00023	0.07365404	-0.2	0.0	0.0
-0.2	0.00024	0.07433395	-0.2	0.0	0.0
-0.2	0.00025	0.0830341	-0.2	0.0	0.0001
-0.2	0.00026	0.08370809	-0.2	0.0	0.0
-0.2	0.00027	0.07489042	-0.2	-0.0	-0.0
-0.2	0.00028	0.07789951	-0.2	-0.0	-0.0
-0.2	0.00029	0.06490238	-0.2	0.0	-0.0
-0.2	0.0003	0.07649411	-0.2	-0.0	-0.0001
-0.2	0.00031	0.07579547	-0.2	-0.0	0.0
-0.2	0.00032	0.08127858	-0.2	0.0	-0.0
-0.2	0.00033	0.07161177	-0.2	0.0	0.0
-0.2	0.00034	0.07799122	-0.2	-0.0	-0.0
-0.2	0.00035	0.08151952	-0.2	-0.0	0.0
-0.2	0.00036	0.08148941	-0.2	0.0	-0.0
-0.2	0.00037	0.07168066	-0.2	0.0	0.0001
-0.2	0.00038	0.07994479	-0.2	-0.0	0.0
-0.2	0.00039	0.07875136	-0.2	-0.0	0.0
-0.2	0.0004	0.07405429	-0.2	0.0	-0.0
-0.2	0.00041	0.08267836	-0.2	0.0	0.0
-0.2	0.00042	0.07809301	-0.2	-0.0	0.0
-0.2	0.00043	0.08216485	-0.2	0.0	-0.0
-0.2	0.00044	0.07869415	-0.2	0.0	-0.0
-0.2	0.00045	0.08293662	-0.2	0.0	-0.0001
-0.2	0.00046	0.07852206	-0.2	0.0	-0.0
-0.2	0.00047	0.07795403	-0.2	0.0	-0.0001
-0.2	0.00048	0.07895942	-0.2	-0.0	-0.0
-0.2	0.00049	0.0782524	-0.2	-0.0	0.0001
-0.2	0.0005	0.08080965	-0.2	0.0	-0.0
-0.199	0.0005	0.07738038	-0.199	-0.0	0.0001
-0.199	0.00049	0.07881743	-0.199	0.0	-0.0
-0.199	0.00048	0.07265304	-0.199	0.0	-0.0001
-0.199	0.00047	0.08556271	-0.199	-0.0	0.0
-0.199	0.00046	0.06734202	-0.199	0.0	0.0
-0.199	0.00045	0.07940124	-0.199	0.0	0.0
-0.199	0.00044	0.07741041	-0.199	-0.0	0.0001
-0.199	0.00043	0.07778178	-0.199	-0.0	0.0
-0.199	0.00042	0.07633041	-0.199	-0.0	-0.0
-0.199	0.00041	0.0808885	-0.199	-0.0	-0.0001
-0.199	0.0004	0.08368237	-0.199	0.0	-0.0001
-0.199	0.00039	0.07733441	-0.199	0.0	0.0
-0.199	0.00038	0.07693563	-0.199	0.0	0.0
-0.199	0.00037	0.07663009	-0.199	0.0	-0.0
-0.199	0.00036	0.07761254	-0.199	-0.0	-0.0
-0.199	0.00035	0.07045152	-0.199	0.0	0.0
-0.199	0.00034	0.08816585	-0.199	-0.0	0.0
-0.199	0.00033	0.07058622	-0.199	-0.0	-0.0
-0.199	0.00032	0.08186802	-0.199	-0.0	-0.0001
-0.199	0.00031	0.08060872	-0.199	-0.0	-0.0
-0.199	0.0003	0.08047393	-0.199	-0.0	-0.0
-0.199	0.00029	0.07784931	-0.199	0.0	-0.0001
-0.199	0.00028	0.08342142	-0.199	0.0	-0.0
-0.199	0.00027	0.07392086	-0.199	0.0	-0.0
-0.199	0.00026	0.08626102	-0.199	0.0	0.0
-0.199	0.00025	0.07913012	-0.199	-0.0	-0.0001
-0.199	0.00024	0.07324386	-0.199	-0.0	-0.0
-0.199	0.00023	0.07772303	-0.199	0.0	0.0
-0.199	0.00022	0.07959906	-0.199	0.0	0.0
-0.199	0.00021	0.07525056	-0.199	0.0	-0.0
-0.199	0.0002	0.07031386	-0.199	0.0	0.0
-0.199	0.00019	0.07759975	-0.199	-0.0	-0.0
-0.199	0.00018	0.08072064	-0.199	0.0	0.0
-0.199	0.00017	0.08028174	-0.199	0.0	0.0
-0.199	0.00016	0.08738122	-0.199	-0.0	-0.0
-0.199	0.00015	0.0744918	-0.199	0.0	-0.0001
-0.199	0.00014	0.08043674	-0.199	0.0	-0.0
-0.199	0.00013	0.08202872	-0.199	0.0	0.0
-0.199	0.00012	0.06917203	-0.199	-0.0	0.0
-0.199	0.00011	0.07512284	-0.199	-0.0	0.0
-0.199	0.0001	0.07964072	-0.199	0.0	0.0
-0.199	9e-05	0.08330076	-0.199	-0.0	0.0
-0.199	8e-05	0.08161264	-0.199	-0.0	-0.0
-0.199	7e-05	0.07835127	-0.199	-0.0	-0.0
-0.199	6e-05	0.08031339	-0.199	0.0	0.0
-0.199	5e-05	0.07191022	-0.199	0.0	-0.0
-0.199	4e-05	0.06564389	-0.199	0.0	-0.0001
-0.199	3e-05	0.07159029	-0.199	-0.0	-0.0
-0.199	2e-05	0.07064373	-0.199	0.0	-0.0
-0.199	1e-05	0.06795732	-0.199	0.0	-0.0
-0.199	-0.0	0.06976158	-0.199	-0.0	0.0
-0.199	-1e-05	0.06495698	-0.199	-0.0	-0.0
-0.199	-2e-05	0.0708517	-0.199	-0.0	-0.0
-0.199	-3e-05	0.06809366	-0.199	-0.0	0.0001
-0.199	-4e-05	0.06702223	-0.199	-0.0	-0.0
-0.199	-5e-05	0.08028328	-0.199	0.0	0.0
-0.199	-6e-05	0.07968091	-0.199	0.0	-0.0
-0.199	-7e-05	0.07704902	-0.199	0.0	0.0
-0.199	-8e-05	0.08057003	-0.199	0.0	0.0001
-0.199	-9e-05	0.07898098	-0.199	-0.0	-0.0
-0.199	-0.0001	0.08719904	-0.199	0.0	-0.0
-0.199	-0.00011	0.08181627	-0.199	0.0	0.0
-0.199	-0.00012	0.0727692	-0.199	-0.0	0.0001
-0.199	-0.00013	0.07240205	-0.199	-0.0	0.0
-0.199	-0.00014	0.08452706	-0.199	0.0	0.0001
-0.199	-0.00015	0.0807924	-0.199	-0.0	0.0
-0.199	-0.00016	0.08553106	-0.199	-0.0	0.0
-0.199	-0.00017	0.07070391	-0.199	-0.0	0.0
-0.199	-0.00018	0.07606222	-0.199	-0.0	-0.0
-0.199	-0.00019	0.07719096	-0.199	-0.0	-0.0001
-0.199	-0.0002	0.07528921	-0.199	-0.0	-0.0001
-0.199	-0.00021	0.07353654	-0.199	-0.0	-0.0001
-0.199	-0.00022	0.07487911	-0.199	0.0	0.0
-0.199	-0.00023	0.07157749	-0.199	-0.0	0.0001
-0.199	-0.00024	0.06868017	-0.199	-0.0	0.0
-0.199	-0.00025	0.06941739	-0.199	0.0	0.0
-0.199	-0.00026	0.07024213	-0.199	0.0	-0.0
-0.199	-0.00027	0.06567396	-0.199	-0.0	-0.0
-0.199	-0.00028	0.07671341	-0.199	-0.0	0.0
-0.199	-0.00029	0.08148224	-0.199	-0.0	0.0001
-0.199	-0.0003	0.07427512	-0.199	-0.0	0.0001
-0.199	-0.00031	0.07665319	-0.199	0.0	-0.0
-0.199	-0.00032	0.0790067	-0.199	0.0	-0.0
-0.199	-0.00033	0.07362388	-0.199	0.0	-0.0001
-0.199	-0.00034	0.07796974	-0.199	0.0	-0.0
-0.199	-0.00035	0.08058004	-0.199	0.0	0.0
-0.199	-0.00036	0.08166443	-0.199	0.0	0.0001
-0.199	-0.00037	0.07143689	-0.199	0.0	-0.0
-0.199	-0.00038	0.07628174	-0.199	0.0	-0.0001
-0.199	-0.00039	0.07797852	-0.199	0.0	-0.0001
-0.199	-0.0004	0.07329407	-0.199	0.0	-0.0
-0.199	-0.00041	0.08176491	-0.199	-0.0	0.0
-0.199	-0.00042	0.07311347	-0.199	0.0	0.0001
-0.199	-0.00043	0.07669331	-0.199	-0.0	-0.0
-0.199	-0.00044	0.07109686	-0.199	0.0	-0.0
-0.199	-0.00045	0.07855501	-0.199	-0.0	-0.0001
-0.199	-0.00046	0.06750989	-0.199	0.0	-0.0
-0.199	-0.00047	0.0779712	-0.199	-0.0	0.0001
-0.199	-0.00048	0.0760221	-0.199	0.0	-0.0
-0.199	-0.00049	0.08009532	-0.199	-0.0	-0.0001
-0.199	-0.0005	0.08499191	-0.199	0.0	-0.0
-0.198	-0.0005	0.0785621	-0.198	0.0	0.0001
-0.198	-0.00049	0.07201913	-0.198	0.0	0.0001
-0.198	-0.00048	0.07184416	-0.198	-0.0	0.0
-0.198	-0.00047	0.07926341	-0.198	0.0	-0.0
-0.198	-0.00046	0.07381049	-0.198	-0.0	-0.0
-0.198	-0.00045	0.07515708	-0.198	0.0	0.0
-0.198	-0.00044	0.06827435	-0.198	-0.0	-0.0001
-0.198	-0.00043	0.07736313	-0.198	-0.0	0.0001
-0.198	-0.00042	0.06901729	-0.198	-0.0	0.0001
-0.198	-0.00041	0.07108823	-0.198	0.0	-0.0
-0.198	-0.0004	0.07418773	-0.198	0.0	0.0001
-0.198	-0.00039	0.08061168	-0.198	0.0	-0.0
-0.198	-0.00038	0.07708339	-0.198	0.0	0.0001
-0.198	-0.00037	0.0727763	-0.198	0.0	0.0
-0.198	-0.00036	0.07516301	-0.198	-0.0	-0.0
-0.198	-0.00035	0.08550812	-0.198	0.0	-0.0
-0.198	-0.00034	0.07252829	-0.198	-0.0	-0.0
-0.198	-0.00033	0.07590159	-0.198	-0.0	-0.0
-0.198	-0.00032	0.07495353	-0.198	-0.0	0.0
-0.198	-0.00031	0.06895111	-0.198	0.0	0.0001
-0.198	-0.0003	0.07303604	-0.198	-0.0	-0.0
-0.198	-0.00029	0.07407138	-0.198	0.0	-0.0001
-0.198	-0.00028	0.07289394	-0.198	-0.0	0.0001
-0.198	-0.00027	0.07823801	-0.198	0.0	0.0001
-0.198	-0.00026	0.06897289	-0.198	0.0	0.0
-0.198	-0.00025	0.08135027	-0.198	0.0	0.0
-0.198	-0.00024	0.07725402	-0.198	0.0	0.0001
-0.198	-0.00023	0.08040648	-0.198	0.0	-0.0
-0.198	-0.00022	0.08180218	-0.198	0.0	0.0
-0.198	-0.00021	0.08210448	-0.198	0.0	0.0
-0.198	-0.0002	0.07510561	-0.198	0.0	0.0001
-0.198	-0.00019	0.08240586	-0.198	-0.0	0.0001
-0.198	-0.00018	0.0694734	-0.198	-0.0	0.0
-0.198	-0.00017	0.08305258	-0.198	-0.0	-0.0
-0.198	-0.00016	0.07609094	-0.198	0.0	-0.0
-0.198	-0.00015	0.08171171	-0.198	0.0	0.0001
